"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Impressions,Reach,Ends,"Attribution setting",Outbound/linkClicks,purchase/view,check/views,videoplay/hook,"CTR (link click-through rate)","CTR (all)","Unique CTR (link click-through rate)","Unique outbound CTR (click-through rate)","CPM (cost per 1,000 impressions) (USD)",Frequency,"Link clicks"
2026-02-02,2026-02-02,"Forchat Test Campaign 2 - IQ040107ALUY99",active,,,,4.5,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Forchat Test Campaign 1 - IQ040107ALUY99",active,,,,3,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Ghasala Test Campaign 3 - IQ030401SSDD99",active,,,,4.5,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Ghasala Test Campaign 2 - IQ030401SSDD99",active,,,,3,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Ghasala Test Campaign 1 - IQ030401SSDD99",active,,,,3,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Camera Campaign - IQ050105DAWI99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test 3sara Campaign Correct - IQ030401SDAS99",inactive,,,,15,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Scale Power Campaign - IQ010106MAGG99",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test 3sara Campaign - IQ030401SDAS99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Bachra Campaign - IQ040304AZNN99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Power Campaign - IQ010106MAGG99",active,,,,19.5,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Minfakh Test Campaign - IQ050101JUMP99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Scale Brush Campaign - IQ040104WIRE99",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Brush Campaign - IQ040104WIRE99",inactive,,,,20,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Massage Campaign Adv - IQ040108SODS99",inactive,,,,20,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Advanced Khodar Campaign - IQ030401ATTA99",inactive,,,,20,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Iron Campaign - IQ030303KAWI99",inactive,,,,20,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Khodar IRAQ Campaign - IQ030401ATTA99",inactive,,,,20,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Rokba Campaign - IQ040107WUYT99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Massage Campaign - IQ040108SODS99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-02,2026-02-02,"Test Miqchara 1 - IQ030401TAKS99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Forchat Test Campaign 3 - IQ040107ALUY99",active,,,,4.5,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Forchat Test Campaign 2 - IQ040107ALUY99",active,,,,4.5,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Forchat Test Campaign 1 - IQ040107ALUY99",active,,,,3,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Ghasala Test Campaign 3 - IQ030401SSDD99",active,,,,4.5,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Ghasala Test Campaign 2 - IQ030401SSDD99",active,,,,3,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Ghasala Test Campaign 1 - IQ030401SSDD99",active,,,,3,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test Camera Campaign - IQ050105DAWI99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test 3sara Campaign Correct - IQ030401SDAS99",inactive,,,,15,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Scale Power Campaign - IQ010106MAGG99",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test 3sara Campaign - IQ030401SDAS99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test Bachra Campaign - IQ040304AZNN99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test Power Campaign - IQ010106MAGG99",active,,,,19.5,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Minfakh Test Campaign - IQ050101JUMP99",inactive,,,,10,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Scale Brush Campaign - IQ040104WIRE99",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test Brush Campaign - IQ040104WIRE99",inactive,,,,20,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test Massage Campaign Adv - IQ040108SODS99",inactive,,,,20,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test Advanced Khodar Campaign - IQ030401ATTA99",inactive,,,,20,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test Iron Campaign - IQ030303KAWI99",inactive,,,,20,Daily,0,0,0,Ongoing,-,,,,,,0,0,,0,0,
2026-02-01,2026-02-01,"Test Khodar IRAQ Campaign - IQ030401ATTA99",inactive,,,,20,Daily,0.17,53,46,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",100,0,0,47.82608696,7.54717,11.320755,8.695652,8.695652,3.207547,1.152174,4
2026-02-01,2026-02-01,"Test Rokba Campaign - IQ040107WUYT99",inactive,,,,10,Daily,0.01,4,4,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,0,0,25,,0,0,,2.5,1,
2026-02-01,2026-02-01,"Test Massage Campaign - IQ040108SODS99",inactive,,,,10,Daily,0.01,6,5,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,0,0,60,,0,0,,1.666667,1.2,
2026-02-01,2026-02-01,"Test Miqchara 1 - IQ030401TAKS99",inactive,,,,10,Daily,0,11,9,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",100,0,0,100,9.090909,18.181818,11.111111,11.111111,0,1.222222,1
